Startup_Name,Industry,City,Investors,Round_Type,Amount_USD,Year,Amount_in_Crores
Dunzo,E-commerce,Bengaluru,Krishtal Advisors Pte Ltd,Series E,8000000.0,2021,0.8
DotPe,FinTech,Gurgaon,PayU,Series A,27500000.0,2021,2.75
CityMall,E-commerce,Gurgaon,Accel Partners,Series A,11000000.0,2021,1.1
SkilloVilla,Edu-tech,Bengaluru,"Titan Capital, others",Seed,300000000.0,2021,30.0
DealShare,E-commerce,"Jaipur, Rajasthan",Innoven Capital,Debt Financing,250000000.0,2021,25.0
Zomato,Hospitality,Gurgaon,"Tiger Global, Kora",Venture,250000000.0,2021,25.0
Fingerlix,Hospitality,Mumbai,"Rhodium Trust, Accel Partners and Swiggy",Series C,2747045.2,2021,0.27470452
Zolve,FinTech,Mumbai,Accel Partners and Lightspeed Venture Partners,Seed,15000000.0,2021,1.5
KreditBee,Finance,Bengaluru,Azim Premji’s PremjiInvest and South Korea’s Mirae Asset Venture,Series C,75000000.0,2021,7.5
Pepperfry,E-commerce,Mumbai,InnoVen Capital,Debt Financing,4773958.0,2021,0.4773958
Grofers,E-Commerce,Gurgaon,SoftBank Vision Fund (SVF),Unspecified,55000000.0,2021,5.5
Doubtnut,Edu Tech,Gurgaon,"SIG Global, Sequoia Capital, WaterBridge Ventures and ON Mauritius",Series B,2500000.0,2021,0.25
Nothing,Technology,London,GV,Series A,15000000.0,2021,1.5
SplashLearn,EdTech,Gurgaon,Owl Ventures,Series C,18000000.0,2021,1.8
Bombay Shaving Company,Consumer Goods Company,New Delhi,Reckitt Benckiser,Venture,6172258.5,2021,0.61722585
Darwinbox,SaaS,Mumbai,Salesforce Ventures,Seed,15000000.0,2021,1.5
DeHaat,AgriTech Startup,Patna,Prosus Ventures,Series C,30000000.0,2021,3.0
mfine,Health Tech Startup,Bengaluru,Heritas Capital Management,Venture Round,16000000.0,2021,1.6
Udayy,EdTech,Gurgaon,Sequoia Capital,Seed Funding,15000000.0,2021,1.5
Digit Insurance,Financial Services,Bengaluru,"A91 Partners, Faering Capital, TVS Capital Funds",Venture,18000000.0,2021,1.8
Saveo,B2B E-commerce,Bengaluru,"Matrix Partners India, RTP Global, others",Seed,4000000.0,2021,0.4
True Elements,Food Startup,Pune,SIDBI Venture Capital,Series,100000000.0,2021,10.0
Tax Buddy India,FinTech,Mumbai,Zenith Global,Seed,1000000.0,2020,0.1
PagarBook,SaaS,Bengaluru,Sequoia Capital,Series A,15000000.0,2020,1.5
Zenoti,Technology Provider,Washington,Advent International,Series D,160000000.0,2020,16.0
Delhivery,Supply chain,Gurgaon,Steadview Capital,Secondary Market,25000000.0,2020,2.5
Bira 91,Food and Beverage,New Delhi,"Nishant Mittal, Pankaj Chaddah and Shikha Sunil Chandak",Funding,1273634.07,2020,0.127363407
CRED,Financial Services,Bengaluru,DST Global,Series C,80000000.0,2020,8.0
Codingal,EduTech,Bengaluru,"Rebright Partners, Java Capital, and GSF Accelerator",Seed,560000.0,2020,0.056
Credgenics,Fintech,Gurgaon,"Venture Capital firm, Accel Partners and DMI Finance",Pre-Series A,3500000.0,2020,0.35
Bira 91,Food and Beverage,New Delhi,"Sofina, Sequoia Capital, Sixth Sense Ventures, Neoplux",Bridge Funding,3000000.0,2020,0.3
Chumbak,Lifestyle,Bengaluru,Gaja Capital Fund (GCFII-A),Pre-series E,1001047.92,2020,0.100104792
Shipsy,SaaS,Gurgaon,"Sequoia Capital India’s Surge, Info Edge",Series A,6003806.0,2020,0.6003806
Cityflo,Transportation,Mumbai,Lightbox Ventures,Series A,7700000.0,2020,0.77
Unacademy,Edutech,Bengaluru,"Tiger Global Management, Dragoneer Investment Group",Venture,75000000.0,2020,7.5
Cashfree,FinTech,Bengaluru,"Matrix Partners India, SAIF Partners, Ward Ferry Management and Bertelsmann India",Series B,35300000.0,2020,3.53
Country Delight,Dairy Tech,Gurugram,Elevation Capital,Series C,25000000.0,2020,2.5
FlexiLoans,FinTech,Mumbai,Falguni and Sanjay Nayar Family Office,Equity and Debt,20160000.0,2020,2.016
Betterplace,Digital Solutions,Bangalore,Jungle Ventures,Series B,10000000.0,2020,1.0
CredAble,FinTech,Mumbai,Oaks Asset Management and V’Ocean Investment,Follow-On,4500000.0,2020,0.45
Origo,AgriTech,Gurgaon,Northern Arc Capital,Debt,4700000.0,2020,0.47
FreshToHome,E-commerce,Bangalore,"Corporation of Dubai (ICD), Ascent Capital, DFC, the Allana Group",Series C,121000000.0,2020,12.1
GetVantage,FinTech,Mumbai,"Chiratae Ventures, Dream Incubators",Seed,5000000.0,2020,0.5
Origo,Advertising,Mumbai,Sequoia Capital India,Series A,15000000.0,2020,1.5
Hubilo,Information Technology,"Wilmington, Delaware, United States",Lightspeed Venture Partners,Seed,4500000.0,2020,0.45
Pocket FM,Information Technology,Bangalore,"Tencent, Times Group and Lightspeed India",Series A,5500000.0,2020,0.55
Treebo Hotels,Hospitality,Bangalore,"Matrix Partners India, SAIF Partners, Ward Ferry Management and Bertelsmann India",Unknown,6000000.0,2020,0.6
mCaffeine,Personal Care,Mumbai,"Amicus Capital Private Equity I LLP, Amicus Capital Partners India Fund I and RP-SG Venture Fund 1",Series B,3000000.0,2020,0.3
Hippo Video,Video Customer Experience(CX) Platform,"Newark, Delaware, United States of Amercia","Alpha Wave Incubation, Exfinity Venture Partners and existing backers.",Series A,4500000.0,2020,0.45
Qshala,EduTech,Bangalore,Rainmatter Capital,Angel,370000.0,2020,0.037
Byju’s,EduTech,Bangalore,"Silver Lake, Tiger Global, General Atlantic and Owl Ventures",Private Equity,500000000.0,2020,50.0
Melorra,E-commerce,Bangalore,"Shadow Holdings, Lightbox.",Debt Financing,8900000.0,2020,0.89
1mg,E-commerce,Gurgaon,"Gaja Capital, Tata Capital, Partners Group",In Progress,100000000.0,2020,10.0
Railofy,Transportation,Mumbai,Chiratae Ventures,Seed,950000.0,2020,0.095
Winzo,Online Gaming,New Delhi,"Kalaari Capital Partners, IndigoEdge Management Consultancy",Series B,15500000.0,2020,1.55
mfine,HealthTech,Bangalore,Caretech Pte Inc,Series B,5400000.0,2020,0.54
Apna,Human Resources,Bangalore,Lightspeed India and Sequoia Capital India,Series A,8000000.0,2020,0.8
Practo,HealthTech,Bangalore,A1A Company,Series F,32000000.0,2020,3.2
Niyo,FinTech,Bangalore,Niyo Solutions Inc.,Unknown,6000000.0,2020,0.6
HungerBox,FoodTech,Bangalore,"One97, Sabre Partners Trust, Pratithi Investment Trust, and Srihari Kumar",Series D1,1560000.0,2020,0.156
Medlife,E-commerce,Bangalore,Prasid Uno Family Trust and SC Credit Fund,Unknown,23000000.0,2020,2.3
Eduvanz,FinTech,Mumbai,"Sequoia India, Unitus",Series A,5000000.0,2020,0.5
Classplus,EduTech,Noida,Falcon Edge,In Progress,15000000.0,2020,1.5
Terra.do,EduTech,"Stanford, California,","Stanford Angels and Entrepreneurs (India), BEENEXT Emerging Asia, Rainmatter Capital",Seed,1400000.0,2020,0.14
ZestMoney,FinTech,Bangalore,Primrose Hills Ventures,Unknown,10670000.0,2020,1.067
FreshToHome,E-commerce,Bangalore,Ascent Capital,Venture,16200000.0,2020,1.62
Dunzo,Hyper-local Logistics,Bangalore,Existing Backers,In Progress,30000000.0,2020,3.0
DrinkPrime,Water Purification,Bangalore,"Sequoia Surge, ON Mauritius",Pre-Series A,2880000.0,2020,0.288
InVideo,Technology,Bangalore,Sequoia India,Series A,15000000.0,2020,1.5
Crio,EduTech,Bangalore,021 Capital,pre-Series A,934160.0,2020,0.093416
Vedantu,EduTech,Bangalore,Coatue Management,Series D,100000000.0,2020,10.0
Flipkart,E-commerce,Bangalore,Walmart Inc,M&A,1200000000.0,2020,120.0
PumPumPum,Automotive Rental,Gurgaon,Early Adapters Syndicate,Seed,292800.0,2020,0.02928
goDutch,FinTech,Mumbai,"Matrix India,Y Combinator, Global Founders Capital, Soma Capital, and VentureSouq.",Seed,1700000.0,2020,0.17
FLYX,OTT Player,New York and Delhi,"Raj Mishra, founder of AIT Global Inc",pre-Seed,200000.0,2020,0.02
Open Appliances Pvt. Ltd.,Information Technology,Bangalore,Unicorn India Ventures,Venture-Series Unknown,500000.0,2020,0.05
Mystifly,Airfare Marketplace,Singapore and Bangalore,Recruit Co. Ltd.,pre-Series B,3300000.0,2020,0.33
gigIndia,Marketplace,Pune,Incubate Fund India and Beyond Next Ventures,pre-Series A,974200.0,2020,0.09742
JetSynthesys,Gaming and Entertainment,Pune,Adar Poonawalla and Kris Gopalakrishnan.,Venture-Series Unknown,400000.0,2020,0.04
Drishti Technologies,Technology,Mumbai,Sozo Ventures,Series B,25000000.0,2020,2.5
Jai Kisan,Rural FinTech,Mumbai,Arkam Ventures and NABVENTURES Fund I,Pre-Series A,3934941.0,2020,0.3934941
LetsTransport,Logistics Solution Provider,Bangalore,Stride Ventures,Venture - Series Unknown,1311647.0,2020,0.1311647
Myelin Foundry,Deep Tech AI,Bangalore,Kris Gopalakrishnan’s family office — Pratithi.,Seed,1000000.0,2020,0.1
WayCool Foods,AgriTech,Chennai,Indusland Bank,Series C,5500000.0,2020,0.55
Hapramp,"Block Chain, Cryptocurrency",Gurugram,Anand Mahindra,Seed,1000000.0,2020,0.1
leap.club,Professional Network for Women,Gurugram,"Whiteboard Capital (Sandeep Tandon’s VC fund), FirstCheque, Artha India Ventures, Sweta Rau (Founder, White Ventures), Amrish Rau (CEO Pinelabs, Founder Citrus Pay), Deepak Abbot (Former SVP, Paytm), and Harpreet Singh Grover (Co-founder, Co-Cubes) and others.",Pre Seed,340000.0,2020,0.034
Khatabook,Utility Solutions Provider,Bangalore,"B Capital Group, Sequoia India, Partners of DST Global, Tencent, GGV, RTP Global, Hummingbird Ventures, Falcon Edge Capital, Rocketship.vc, Unilever Ventures, Kevin Weil, Alexander Will, Kunal Shah, Kunal Bahl, and Rohit Bansal",Series B,60000000.0,2020,6.0
Lendingkart,FinTech,Ahmedabad,"Fullerton Financial Holdings Pte Ltd (FFH) and Bertelsmann India Investments, Sistema Asia Fund and India Quotient.",Series D,42000000.0,2020,4.2
LetsTransport,Logistics Solution Provider,Bangalore,InnoVen Capital,Venture - Series Unknown,1700000.0,2020,0.17
Magicpin,E-commerce,Gurugram,"Lightspeed Venture Partners, along with the participation of Moonstone Investments, WaterBridge Venture, The Bunting Family Private Fund, and Srivatsan Rajan",Series C,4000000.0,2020,0.4
Nykaa,E-commerce,Mumbai,Steadview Capital,Series F,8800000.0,2020,0.88
Classplus,EduTech,Noida,"RTP Global, lume Ventures, Sequoia Capital India's Surge, Spiral Ventures, and Strive.",Series A,9000000.0,2020,0.9
BigBasket,E-commerce,Bengaluru,Alibaba Group,Debt Financing,50000000.0,2020,5.0
Vedantu,EduTech,Bengaluru,Legend Capital,Series C1,12560000.0,2020,1.256
Fingerlix,Food Delivery,Mumbai,"Accel, Zephyr Peacock, Swiggy, and RB Investments",Series C,1800000.0,2020,0.18
Zupee,Gaming,Gurugram,"Matrix Partners India, Falcon Edge Capital, WestCap Group, Orios Venture Partners and Smile Group",Series A,8000000.0,2020,0.8
DeHaat,AgriTech,Patna,"Sequoia Capital India, FMO, Omnivore and AgFunder.",Series A,12000000.0,2020,1.2
Swiggy,Online Food Delivery,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, and Mirae Asset Capital Markets",Series 1,43000000.0,2020,4.3
Recko,Digital Reconcilation and Financial Services,Bengaluru,Vertex Ventures Southeast Asia and India and Prime Venture Partners,Series A,6000000.0,2020,0.6
Nykaa,E-commerce,Mumbai,Steadview Capital,Series F,13000000.0,2020,1.3
FamPay,Finance,Bengaluru,"Y Combinator, Venture Highway, Sequoia India, and GFC (Global Founders Capital).",Seed,4700000.0,2020,0.47
Ola Electric,Transport,Bengaluru,Pawan Munjal Family Trust,Series B,1000000.0,2020,0.1
MultiLiving,Real Estate,Mumbai,Lodha Ventures,Series A,6000000.0,2020,0.6
Paperboat,E-commerce,Bengaluru,"Advent Management, A91 Emerging Fund, and Trifecta Venture.",Debt Financing,4000000.0,2020,0.4
Chqbook.com,Finance,Gurugram,Aavishkaar Capital,Series A,5000000.0,2020,0.5
Unacademy,EduTech,Bangalore,"General Atlantic, Sequoia Capital India, and Facebook",Series D,110000000.0,2020,11.0
MaxWholesale,E-commerce,New Delhi,IAN Fund and Al Falaj Investment Co,Series A,3000000.0,2020,0.3
Simsim,E-commerce,New Delhi,Accel Partners,Series B,8000000.0,2020,0.8
Moengage,Intelligent Marketing Cloud,San Francisco/ Bangalore,Eight Roads Ventures,Series C,25000000.0,2020,2.5
Chaayos,Cafe,New Delhi,"Think Investment, Tiger Global, SAIF Partners, Integrated Capital and Neeraj Arora and Innoven Capital",Series B,21500000.0,2020,2.15
FirstCry,E-commerce,Pune,Softbank Vision Fund,Series E,296000000.0,2020,29.6
Pepperfry,E-commerce,Mumbai,Pidilite Industries,Series F,37000000.0,2020,3.7
Dot,Information Technology and Services,Gurgaon,PayU and Fosun RZ Capital,Seed,8000000.0,2020,0.8
WizKlub,EduTech,Bangalore,Incubate Fund India and Insitor Impact Asia Fund,Seed,1000000.0,2020,0.1
1mg,E-commerce,Gurugram,Bill & Melinda Gates Foundation,Venture Series,10000000.0,2020,1.0
Embibe,EduTech,Mumbai,Reliance Industries Limited (RIL),Venture Series,12625020.0,2020,1.262502
Adonmo,Advertising,Hyderabad,BAce Capital,Pre-Series A,3000000.0,2020,0.3
DoubtNut,Education,Gurugram,Tencent Holdings,Series A,15000000.0,2020,1.5
Pando,Logistics,Chennai,Chiratae Ventures,Series A,9000000.0,2020,0.9
Shuttl,Transportation,Gurgaon,Susquehanna Growth Equity,Series C,8048394.0,2020,0.8048394
Zomato,Hospitality,Gurgaon,Ant Financial,Private Equity Round,150000000.0,2020,15.0
Mamaearth,E-commerce,Bengaluru,Sequoia Capital India,Series B,18358860.0,2020,1.835886
BYJU’S,E-Tech,Bengaluru,Tiger Global Management,Private Equity Round,200000000.0,2020,20.0
Fashor,Fashion and Apparel,Mumbai,Sprout Venture Partners,Seed Round,1800000.0,2020,0.18
https://www.wealthbucket.in/,FinTech,New Delhi,Vinod Khatumal,Pre-series A,3000000.0,2020,0.3
Lenskart.com,E-Commerce,Faridabad,SoftBank Vision Fund,Series G,231000000.0,2019,23.1
Healthians,B2B-focused foodtech startup,Bengaluru,"Paytm, NPTK, Sabre Partners and Neoplux",Series C,12000000.0,2019,1.2
InCred,Finance,Mumbai,Unknown,Debt Funding,5900000.0,2019,0.59
Licious,E-Commerce,Bengaluru,Vertex Growth Fund,Series E,30000000.0,2019,3.0
Trell,Video,Bengaluru,Ruizheng Investment,Seed Round,2000000.0,2019,0.2
Rivigo,Technology,Gurgaon,"SAIF Partners, Spring Canter Investment Ltd.",Series F,20000000.0,2019,2.0
Ecozen,Technology,Pune,Sathguru Catalyzer Advisors,Series A,6000000.0,2019,0.6
Rein Games,Gaming,Noida,Manipal Education and Medical Group (MEMG),Seed Round,50000000.0,2019,5.0
CarDekho,E-Commerce,Gurgaon,Ping An Global Voyager Fund,Series D,70000000.0,2019,7.0
Dhruva Space,Aerospace,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,50000000.0,2019,5.0
Paytm,FinTech,Noida,Vijay Shekhar Sharma,Funding Round,1000000000.0,2019,100.0
Aye Finance,FinTech,Gurgaon,FinTech,Debt Funding,17411265.0,2019,1.7411265
Clumio,SaaS,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,135000000.0,2019,13.5
Digital Mall Asia,E-Commerce,Delhi,Amour Infrastructure,Seed Funding,220000000.0,2019,22.0
Furtados School of Music,Education,Tulangan,IAN Fund and DSG Consumer Partners,Unknown,200000000.0,2019,20.0
Healthians,Health and Wellness,Gurgaon,"DG Daiwa Ventures, DG Incubation",Series B,12000000.0,2019,1.2
Medikabazaar,Healthcare,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,15800000.0,2019,1.58
Ninjacart,B2B Marketing,Bengaluru,Trifecta Capital Advisors,Debt Funding,26000000.0,2019,2.6
Vogo Automotive,Last Mile Transportation,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,283000000.0,2019,28.3
Misters,Health and wellness,Gurgaon,"Sauce.vc, Rainforest Ventures",Series B,486000.0,2019,0.0486
Sunstone Eduversity Pvt. Ltd,Education,Gurgaon,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,1500000.0,2019,0.15
Freshworks,Software,San Francisco,"Sequoia, CapitalG, Accel",Series H,150000000.0,2019,15.0
SuperGaming,Video Games,Pune,Dream Incubator,Seed Funding,1300000.0,2019,0.13
eBikeGo,Last Mile Transportation,Amritsar,Startup Buddy,Seed,300000.0,2019,0.03
Dunzo,Customer Service,Bengaluru,Lightbox,Series D,45000000.0,2019,4.5
Udaan,B2B,Bengaluru,"Altimeter Capital, DST Global",Series D,585000000.0,2019,58.5
FPL Technologies,FinTech,Pune,"Matrix Partners India, Sequoia India",Maiden Round,4500000.0,2019,0.45
75F,IoT,Burnsville,Breakthrough Energy Ventures,Series A,18000000.0,2019,1.8
Cashflo,FinTech,Mumbai,SAIF Partners,Series A,3300000.0,2019,0.33
Digital F5,"Advertising, Marketing",Mumbai,TIW Private Equity,Private Equity Round,6000000.0,2019,0.6
3rdFlix,SaaS,Hyderabad,Exfinity Venture Partners,pre-series A,5000000.0,2019,0.5
Myelin Foundry,Information Technology,Bengaluru,Endiya Partners,Seed,1000000.0,2019,0.1
Atomberg Technology,Consumer Technology,Mumbai,A91 Partners,Series A,10000000.0,2019,1.0
GOQii,Health and Wellness,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,450000000.0,2019,45.0
Vyapar App,Accounting,Bengaluru,"India Quotient, Axilor Ventures",Series A,5000000.0,2019,0.5
Rapido Bike Taxi,Transportation,Bengaluru,Westbridge Capital,Series B,3900000000.0,2019,390.0
Tala,FinTech,Santa Monica,RPS Ventures,Series D,110000000.0,2019,11.0
Zendrive,Automotive,San Francisco,XL Innovate,Series B,37000000.0,2019,3.7
AdmitKard,EdTech,Noida,Growth DNA,Seed Round,1000000.0,2019,0.1
Lo! Foods,Consumer Goods,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,500000.0,2019,0.05
INDwealth,FinTech,Gurgaon,Tiger Global Management,Venture Round,15000000.0,2019,1.5
HungerBox,Food and Beverage,Bengaluru,One97 Communications Ltd.,Series C,6590000.0,2019,0.659
Grofers,E-Commerce,Gurgaon,Softbank Vision Fund,Series F,70000000.0,2019,7.0
Uniphore,Customer Service Platform,Palo Alto,March Capital Partners,Series C,51000000.0,2019,5.1
Cars24,E-Commerce,Gurugram,MS Dhoni,Series D,11000000.0,2019,1.1
Meesho,E-Commerce,Bengaluru,Naspers,Series D,125000000.0,2019,12.5
Pine Labs,Information Technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000.0,2019,3.808
CarDekho,E-Commerce,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000.0,2019,2.0
Progcap,Finance,New Delhi,Sequoia India,Series A,5000000.0,2019,0.5
MyPetrolPump,Retail,Bengaluru,Unknown,Seed Funding Round,1600000.0,2019,0.16
Alteria Capital,Finance,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000.0,2019,14.0
Moglix,E-Commerce,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,60000000.0,2019,6.0
Ezyhaul,Tech,Singapore,Unknown,Series B,16000000.0,2019,1.6
BYJU'S,EdTech,Bengaluru,Qatar Investment Authority,Private Equity Round,150000000.0,2019,15.0
HealthAssure,Health Care,Mumbai,Blume Ventures,Series A,2500000.0,2019,0.25
Indus OS,Tech,Andheri,Ventureast,Series B,5750000.0,2019,0.575
House of Msasaba,Luxury Label,Mumbai,Binny Bansal,Series A,1000000.0,2019,0.1
Board Infinity,EdTech,Chembur,Multiple Angel Investors,Angel Round,319605.0,2019,0.0319605
Daalchini Technologies,Food and Beverage,New Delhi,Artha Venture,Seed Round,500000.0,2019,0.05
Ola Cabs,Transport,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000.0,2019,0.1
Atlan,Information Technology,Singapore,WaterBridge Ventures,Pre-Series A,2500000.0,2019,0.25
RenewBuy,Finance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000.0,2019,1.9
Uniphore,Artificial Intelligence,Taramani,March Capital Partners,Series C,38080000.0,2019,3.808
WizCounsel,Compliance,New Delhi,Kapil Dev,Angel,145000.0,2019,0.0145
Bolo App,Digital Media,Bengaluru,Nexus Venture Partners,Seed Funding,430200.0,2019,0.04302
OkCredit,FinTech,Haryana,Tiger Global Management,Series A,15500000.0,2019,1.55
Vogo Automotive Pvt. Ltd.,Transportation,Karnataka,Alteria Capital,Debt Funding,3584000.0,2019,0.3584
Pratilipi,Digital Media,Bengaluru,Qiming Venture Partners,Series B,15109500.0,2019,1.51095
Biz2Credit,FinTech,New York,WestBridge Capital,Series B,52000000.0,2019,5.2
Chakr Innovation,Energy,New Delhi,IAN Fund,Series A,26000000.0,2019,2.6
Sistema.bio,Agriculture,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",Unknown,2739034.68,2019,0.273903468
NoBroker,E-Commerce,Bengaluru,General Atlantic,Series C,51000000.0,2019,5.1
Bira91,Food and Beverage,New Delhi,Anicut Capital,Debt Funding,10000000.0,2019,1.0
Leegality,Services,Mumbai/Bengaluru,Mumbai Angels,Series A,3400000.0,2019,0.34
BharatPe,Finance,New Delhi,Insight Partners,Series B,75000000.0,2019,7.5
Recykal,Waste Management Service,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,26000000.0,2019,2.6
Agara Labs,Deep-Tech,Bengaluru,Blume Ventures and RTP Global,pre-Series A,2500000.0,2019,0.25
FabHotels,E-Commerce,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",Unknown,4889975.54,2019,0.488997554
Avail Finance,Finance,Bengaluru,Matrix Partners,Series A,9000000.0,2019,0.9
Bira91,Food and Beverage,New Delhi,Sixth Sense Ventures,Series B,5600000.0,2019,0.56
GlowRoad,E-commerce,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,11500000.0,2019,1.15
Ather Energy,Automobile,Bengaluru,Sachin Bansal,Series C,51000000.0,2019,5.1
FreshVnF,Agtech,Mumbai,Equanimity Ventures,Seed Round,140000000.0,2019,14.0
Saahas Zero Waste,Waste Management Service,Bengaluru,C4D Partners,Venture - Series Unknown,868600.0,2019,0.08686
Zenoti,Saas,Hyderabad,Tiger Global Management,Series C,50000000.0,2019,5.0
BlackBuck,Transport,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,150000000.0,2019,15.0
My Healthcare,E-commerce,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,3000000.0,2019,0.3
KrazyBee,E-commerce,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,14342000.0,2019,1.4342
Increff,Technology,Bengaluru,"021 Capita, Binny Bansal",Series A,3000000.0,2019,0.3
Shuttl,Transportation,Gurugram,New Atlantic Ventures,Venture Round,5000000.0,2019,0.5
Kuvera,Finance,Bengaluru,Eight Roads,Series A,45000000.0,2019,4.5
Tripoto,Social Media,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,3591375.0,2019,0.3591375
Medlife,E-commerce,Bengaluru,Prasid Uno Family Trust,Private Equity,17000000.0,2019,1.7
Azah,Health and Wellness,Gurugram,Unnamed angel investors,Seed Funding,200000.0,2019,0.02
CleverTap,SaaS,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000.0,2019,2.6
Setu,Fintech,Bengaluru,Lightspeed India Partners,Seed Funding,3500000.0,2019,0.35
